user_id,plan,country,device,tenure_months,watch_hours_t_minus_3,watch_hours_t_minus_2,watch_hours_t_minus_1,watch_hours_next_month
3011640,standard,GB,mobile,34,9.41,7.98,8.06,6.54
3011641,free,FR,mobile,19,6.04,5.82,5.73,0.0
3011642,free,US,tv,56,3.46,4.32,4.5,4.54
3011643,standard,US,tv,38,63.65,57.71,55.17,55.83
3011644,standard,IT,tv,43,5.39,5.55,5.05,6.26
3011645,free,BR,web,16,14.43,14.12,14.18,13.77
3011646,standard,US,tv,14,27.26,25.19,24.33,20.21
3011647,free,DE,mobile,38,15.57,17.77,18.86,16.93
3011648,free,US,mobile,17,30.3,32.18,36.64,33.74
3011649,premium,IT,mobile,6,4.91,4.8,4.41,5.76
3011650,free,US,mobile,25,5.66,7.48,8.5,12.87
3011651,standard,IT,tv,17,5.33,5.75,5.66,11.06
3011652,standard,IT,tv,55,13.58,13.18,14.13,13.4
3011653,standard,FR,web,27,5.52,5.67,5.78,4.82
3011654,free,SE,mobile,22,15.36,14.57,13.8,7.26
3011655,standard,NL,mobile,4,5.69,6.08,6.14,6.39
3011656,free,GB,mobile,38,8.71,7.39,7.29,0.0
3011657,standard,FR,tv,12,4.22,4.4,4.57,2.24
3011658,free,FR,mobile,42,5.73,6.07,6.04,9.42
3011659,premium,FR,web,7,16.51,14.88,14.67,12.8
3011660,standard,DE,tv,42,8.22,7.82,8.58,0.0
3011661,free,US,tv,56,13.56,14.46,14.69,12.78
3011662,free,NL,tv,56,3.65,3.41,3.48,0.0
3011663,free,DE,web,31,8.76,10.43,11.39,9.99
3011664,standard,DE,mobile,18,8.65,8.64,8.57,7.53
3011665,standard,JP,mobile,35,41.61,35.55,35.28,38.36
3011666,standard,GB,tv,46,66.91,58.57,55.44,53.46
3011667,premium,US,tv,49,11.71,15.37,14.67,16.11
3011668,free,CA,tv,4,18.9,21.27,19.9,19.84
3011669,standard,DE,mobile,21,12.7,12.65,12.0,12.84
3011670,free,GB,tv,30,10.06,14.78,15.68,11.69
3011671,standard,US,web,6,8.89,10.22,9.74,9.99
3011672,free,ES,mobile,35,9.44,12.15,12.07,6.94
3011673,standard,BR,tv,10,11.15,10.77,10.72,9.12
3011674,free,ES,tv,9,14.37,14.05,13.4,14.53
3011675,free,US,tv,41,12.52,12.8,14.6,15.0
3011676,free,AU,tv,40,10.66,10.13,11.29,11.41
3011677,premium,DE,web,56,16.79,15.96,16.23,14.71
3011678,standard,NL,web,58,35.74,38.42,38.42,38.64
3011679,free,FR,tv,27,8.39,9.05,9.16,6.4
3011680,free,DE,tv,41,22.43,21.81,20.46,19.94
3011681,free,AU,tv,19,10.3,10.39,10.1,9.7
3011682,premium,IT,mobile,31,18.62,17.83,17.17,22.18
3011683,premium,FR,mobile,53,19.58,20.28,19.26,20.48
3011684,premium,IT,tv,18,24.31,22.99,22.9,26.89
3011685,premium,FR,tv,24,23.97,22.9,22.21,19.21
3011686,free,US,tv,9,20.59,23.06,26.75,27.13
3011687,free,US,mobile,8,4.83,5.4,4.97,11.58
3011688,standard,US,tv,47,5.8,5.65,5.99,4.42
3011689,standard,FR,mobile,16,26.7,28.74,29.84,24.31
3011690,free,ES,tv,35,5.85,5.71,5.68,3.55
3011691,standard,BR,tv,47,10.54,10.76,11.7,7.79
3011692,free,US,mobile,22,30.29,27.3,29.49,30.33
3011693,free,GB,mobile,51,7.7,8.7,8.43,15.75
3011694,free,DE,web,53,10.28,9.48,8.77,9.51
3011695,premium,CA,tv,47,6.83,6.31,6.23,5.49
3011696,standard,BR,tv,34,19.94,17.38,17.13,16.36
3011697,standard,AU,mobile,59,20.76,19.13,18.35,18.18
3011698,standard,NL,tv,44,30.6,31.12,30.77,37.1
3011699,standard,ES,tv,8,20.69,18.16,17.88,17.38
3011700,free,FR,tv,40,27.24,27.67,27.73,30.05
3011701,standard,NL,mobile,29,17.3,19.32,19.32,19.53
3011702,free,BR,tv,12,14.98,18.54,18.52,17.98
3011703,standard,US,tv,39,4.98,5.68,5.47,7.08
3011704,free,US,tv,59,20.7,21.17,20.55,16.84
3011705,free,GB,mobile,58,11.11,9.75,8.95,11.76
3011706,standard,US,tv,40,8.63,8.84,8.39,8.15
3011707,free,CA,mobile,56,9.76,9.03,8.46,9.22
3011708,free,US,web,24,18.95,16.36,15.04,15.09
3011709,standard,FR,tv,22,5.58,5.68,5.6,0.0
3011710,standard,FR,mobile,38,3.69,3.5,3.53,3.36
3011711,free,GB,mobile,53,60.29,64.37,69.34,64.46
3011712,free,BR,tv,11,5.01,4.7,5.15,9.89
3011713,free,GB,mobile,31,33.26,30.65,29.47,25.07
3011714,premium,US,mobile,52,35.87,33.51,33.75,31.39
3011715,premium,JP,mobile,6,16.74,15.12,15.84,12.04
3011716,free,US,tv,9,12.14,13.09,11.91,15.34
3011717,standard,FR,mobile,4,3.77,4.12,4.38,0.0
3011718,standard,US,tv,46,19.83,18.57,17.46,17.6
3011719,premium,DE,tv,59,32.04,29.46,31.6,31.98
3011720,free,GB,tv,31,12.8,13.35,16.25,16.67
3011721,standard,GB,tv,56,9.3,8.63,9.08,10.19
3011722,standard,FR,tv,57,36.95,35.8,35.99,0.0
3011723,free,SE,web,38,21.01,20.96,19.34,18.78
3011724,free,US,web,49,8.97,9.15,8.72,11.37
3011725,free,US,tv,42,20.35,20.03,20.64,21.94
3011726,free,IT,tv,18,6.37,7.77,8.01,6.57
3011727,standard,ES,tv,35,3.34,3.91,4.03,4.15
3011728,standard,CA,tv,2,47.21,60.84,60.66,0.0
3011729,free,DE,tv,47,22.95,20.99,20.0,22.53
3011730,premium,US,mobile,1,1.48,1.66,1.62,5.32
3011731,free,CA,tv,17,13.67,13.68,15.09,16.17
3011732,premium,DE,mobile,10,35.49,31.17,30.97,34.33
3011733,free,ES,web,15,26.39,23.54,22.84,28.23
3011734,premium,FR,tv,6,20.06,19.63,21.48,15.67
3011735,premium,US,mobile,30,16.71,16.89,16.52,19.4
3011736,premium,CA,tv,7,4.95,5.4,5.64,5.85
3011737,standard,AU,mobile,13,14.57,15.0,15.53,15.62
3011738,free,CA,tv,24,29.45,32.49,31.68,30.96
3011739,standard,NL,mobile,31,40.41,38.89,36.7,35.65
3011740,standard,DE,tv,52,7.14,6.17,5.97,7.26
3011741,free,GB,web,57,27.57,27.95,27.0,25.16
3011742,premium,FR,tv,37,9.78,9.15,9.38,8.52
3011743,free,BR,tv,19,9.2,9.03,10.17,6.71
3011744,free,BR,tv,5,13.56,12.24,13.88,11.25
3011745,premium,IT,tv,36,48.08,46.89,47.69,44.54
3011746,free,US,mobile,47,3.74,4.2,4.63,3.31
3011747,free,US,web,53,11.56,10.77,11.39,6.75
3011748,free,BR,mobile,29,17.98,19.34,19.4,16.8
3011749,standard,CA,mobile,34,19.72,18.22,16.96,20.83
3011750,premium,DE,mobile,43,10.82,11.02,11.92,6.89
3011751,free,FR,tv,7,29.6,26.15,26.06,0.0
3011752,standard,JP,web,28,3.58,3.3,4.12,2.6
3011753,standard,IT,web,37,9.69,8.48,8.35,11.41
3011754,standard,ES,tv,38,130.8,110.06,105.83,104.4
3011755,standard,AU,tv,36,7.51,8.02,7.65,8.19
3011756,premium,ES,mobile,19,21.86,19.15,17.82,0.0
3011757,free,ES,web,19,7.22,7.03,7.33,7.1
3011758,free,IT,mobile,56,3.93,3.78,3.93,1.1
3011759,standard,DE,tv,37,5.83,5.29,5.88,11.85
3011760,free,US,tv,1,4.63,4.47,4.45,8.21
3011761,free,US,tv,46,23.65,24.98,24.56,19.43
3011762,free,IT,web,34,9.07,9.01,9.1,0.0
3011763,free,US,mobile,48,28.6,26.74,26.17,25.7
3011764,premium,AU,mobile,17,8.58,8.17,7.6,6.9
3011765,free,DE,tv,47,13.93,13.66,14.39,0.0
3011766,standard,ES,tv,14,19.17,19.45,18.6,0.0
3011767,standard,FR,mobile,30,12.48,13.2,13.12,13.65
3011768,free,DE,tv,52,21.72,22.68,23.89,25.21
3011769,free,US,tv,45,14.75,13.17,13.89,10.98
3011770,free,BR,mobile,43,35.74,30.77,29.13,27.74
3011771,standard,FR,mobile,4,5.77,5.78,5.32,0.0
3011772,free,DE,mobile,22,3.98,4.33,4.62,5.45
3011773,standard,NL,tv,44,8.42,9.64,9.55,8.92
3011774,free,ES,tv,48,4.88,5.23,5.19,3.38
3011775,free,BR,web,15,14.71,13.52,15.1,16.02
3011776,free,BR,tv,54,10.81,10.72,10.47,15.83
3011777,free,ES,mobile,6,38.58,34.69,32.78,30.34
3011778,free,US,mobile,30,29.61,29.32,26.95,27.11
3011779,premium,US,mobile,29,5.58,6.3,6.48,4.99
3011780,free,FR,mobile,12,12.19,13.1,12.86,7.54
3011781,standard,US,tv,11,20.64,22.6,25.02,21.48
3011782,standard,GB,tv,27,16.1,16.25,18.3,18.87
3011783,standard,JP,mobile,58,11.74,11.14,12.76,12.46
3011784,standard,ES,tv,39,4.67,6.18,6.65,8.72
3011785,free,US,web,12,15.03,13.72,13.81,10.56
3011786,standard,NL,tv,38,4.03,4.54,4.47,9.21
3011787,free,DE,mobile,56,35.28,30.84,27.57,0.0
3011788,standard,US,tv,20,19.61,21.34,23.29,22.38
3011789,free,FR,mobile,50,6.28,6.05,6.3,6.92
3011790,standard,NL,tv,34,10.44,12.33,13.04,15.79
3011791,standard,ES,tv,50,16.08,16.94,16.87,14.59
3011792,standard,GB,web,29,11.78,11.6,13.48,11.53
3011793,free,IT,mobile,26,11.37,9.49,9.08,8.53
3011794,standard,GB,mobile,4,6.46,5.97,6.07,2.9
3011795,standard,US,web,16,25.19,24.24,24.83,25.67
3011796,free,ES,tv,11,14.76,14.25,14.13,11.0
3011797,free,FR,tv,29,15.48,17.36,17.79,14.02
3011798,free,US,mobile,32,15.65,15.63,15.11,20.19
3011799,free,GB,tv,57,6.18,5.72,5.37,0.0
3011800,standard,FR,mobile,14,9.62,11.56,12.3,9.14
3011801,free,NL,mobile,18,7.78,8.43,10.23,7.88
3011802,standard,FR,tv,30,6.91,6.67,6.82,10.03
3011803,standard,US,mobile,8,1.49,1.98,2.26,8.74
3011804,standard,DE,mobile,27,4.41,4.39,4.23,0.0
3011805,standard,IT,tv,45,4.86,5.16,5.36,7.79
3011806,standard,FR,mobile,20,9.79,12.13,11.49,10.01
3011807,standard,NL,tv,29,19.92,17.83,17.04,16.8
3011808,free,DE,tv,56,48.78,44.67,40.69,36.95
3011809,premium,US,mobile,15,8.69,7.73,8.11,4.48
3011810,premium,FR,tv,54,28.69,25.24,23.15,20.17
3011811,free,JP,tv,3,18.11,18.27,17.83,14.65
3011812,premium,DE,mobile,36,27.79,23.68,23.8,27.63
3011813,premium,US,mobile,48,54.92,48.63,46.15,48.09
3011814,free,US,tv,7,32.78,32.48,32.03,0.0
3011815,standard,DE,web,16,21.28,20.52,21.32,22.62
3011816,standard,US,tv,34,12.8,11.68,11.95,6.96
3011817,free,FR,tv,1,23.28,19.89,18.23,20.84
3011818,free,BR,tv,24,13.18,13.18,12.7,11.55
3011819,free,JP,web,59,9.01,8.02,8.55,0.0
3011820,standard,US,tv,27,3.28,3.74,3.93,2.4
3011821,free,US,mobile,51,3.02,2.96,3.04,6.92
3011822,standard,US,tv,4,2.86,3.28,3.24,1.73
3011823,standard,JP,web,37,6.1,8.8,8.87,8.28
3011824,standard,GB,web,58,10.5,11.25,11.32,6.12
3011825,free,FR,tv,35,22.14,20.12,19.91,16.22
3011826,free,ES,tv,21,15.27,13.92,13.55,14.53
3011827,free,DE,tv,13,22.93,20.68,20.19,17.23
3011828,free,FR,web,8,13.52,12.41,12.31,15.37
3011829,free,AU,mobile,25,14.56,16.3,17.16,16.61
3011830,free,FR,web,40,14.25,14.5,15.44,11.42
3011831,free,DE,mobile,37,7.72,7.78,7.82,12.49
3011832,standard,ES,mobile,56,20.09,25.98,28.04,25.48
3011833,free,GB,web,18,10.05,10.68,10.32,10.9
3011834,free,FR,tv,31,9.34,10.33,10.44,0.0
3011835,premium,GB,tv,41,16.41,16.07,14.93,10.76
3011836,standard,IT,tv,39,11.41,12.83,13.54,0.0
3011837,premium,NL,mobile,38,23.47,25.98,30.19,27.43
3011838,standard,US,mobile,37,8.09,8.02,7.61,5.45
3011839,free,FR,web,54,23.99,23.01,22.68,20.37
3011840,premium,AU,mobile,20,49.17,43.19,44.0,40.55
3011841,premium,IT,tv,6,22.73,28.14,27.31,27.26
3011842,standard,DE,web,58,11.5,9.6,8.98,9.62
3011843,standard,IT,mobile,3,31.74,29.55,26.64,24.86
3011844,free,FR,tv,59,12.77,13.6,13.36,12.08
3011845,free,AU,web,1,4.78,4.96,4.81,4.58
3011846,standard,ES,tv,47,4.85,4.76,4.73,0.0
3011847,standard,SE,mobile,58,3.53,3.89,4.04,4.52
3011848,free,GB,mobile,21,11.18,10.56,10.55,6.6
3011849,free,BR,tv,36,14.07,14.74,14.35,14.43
3011850,free,US,mobile,58,11.47,11.5,11.91,13.15
3011851,free,FR,mobile,45,3.87,4.94,5.33,1.86
3011852,free,US,mobile,47,6.56,6.39,6.1,0.0
3011853,premium,JP,mobile,39,7.45,12.0,12.18,14.95
3011854,free,IT,tv,20,11.34,13.35,13.56,19.78
3011855,free,DE,tv,14,12.96,13.33,12.15,13.12
3011856,free,US,tv,5,5.61,6.26,6.16,4.89
3011857,standard,GB,tv,40,9.43,9.21,9.06,0.0
3011858,standard,GB,tv,16,16.57,16.11,16.0,9.8
3011859,standard,GB,mobile,39,9.35,8.06,7.88,11.22
3011860,premium,IT,tv,43,13.01,12.81,14.4,10.74
3011861,premium,US,mobile,54,10.1,11.08,11.01,6.68
3011862,premium,DE,mobile,50,13.68,12.01,11.86,8.34
3011863,standard,US,tv,21,26.76,25.19,25.2,25.64
3011864,free,US,tv,4,14.58,14.06,13.67,14.3
3011865,standard,US,tv,38,7.13,7.33,7.51,5.74
3011866,free,BR,mobile,43,5.12,4.92,4.69,6.5
3011867,standard,FR,tv,24,2.17,2.44,2.57,0.0
3011868,free,US,tv,40,12.88,13.42,11.92,0.0
3011869,free,GB,web,11,10.01,11.03,10.67,12.15
3011870,free,DE,mobile,11,31.89,31.83,33.57,35.38
3011871,standard,NL,tv,46,9.04,9.97,10.76,5.13
3011872,standard,BR,mobile,10,19.64,19.55,19.31,22.44
3011873,free,ES,tv,28,9.27,8.87,9.01,8.72
3011874,standard,US,web,16,9.02,8.55,8.55,8.35
3011875,free,FR,web,24,16.77,16.41,16.57,10.51
3011876,standard,US,tv,4,6.92,8.42,8.47,2.24
3011877,free,GB,web,28,7.6,7.14,6.59,4.89
3011878,free,FR,mobile,54,24.62,27.81,27.39,24.78
3011879,standard,NL,tv,54,8.06,8.73,9.07,9.39
3011880,standard,CA,mobile,27,6.53,5.87,5.69,8.03
3011881,premium,IT,tv,36,35.27,37.66,39.74,37.66
3011882,standard,DE,tv,6,5.99,6.2,6.33,2.85
3011883,premium,BR,mobile,14,8.02,7.8,7.35,9.57
3011884,free,US,tv,35,38.75,32.8,33.18,36.31
3011885,free,AU,web,26,37.66,45.9,46.56,46.16
3011886,premium,US,tv,18,11.1,12.01,12.57,7.74
3011887,free,IT,mobile,6,52.14,47.17,43.72,39.37
3011888,standard,FR,mobile,19,10.41,9.7,10.15,11.76
3011889,free,ES,mobile,19,6.44,5.88,5.85,2.41
3011890,free,US,tv,12,6.24,5.87,5.93,5.33
3011891,free,FR,tv,21,25.81,27.29,26.97,26.62
3011892,standard,DE,web,28,23.43,19.47,18.82,18.55
3011893,standard,FR,tv,9,15.81,16.35,16.15,20.08
3011894,free,US,mobile,3,6.67,6.83,6.65,6.84
3011895,free,JP,tv,52,7.91,7.68,7.63,11.45
3011896,free,FR,mobile,34,11.93,13.94,13.62,0.0
3011897,free,ES,tv,37,5.54,5.81,5.64,2.57
3011898,free,FR,mobile,14,4.8,5.38,5.47,6.03
3011899,premium,IT,mobile,1,7.37,7.25,7.36,5.37
3011900,free,CA,mobile,50,15.14,14.24,13.24,14.16
3011901,free,DE,tv,6,9.43,10.09,9.48,6.81
3011902,free,AU,tv,49,39.82,40.66,39.75,41.21
3011903,free,ES,tv,58,34.12,37.37,33.83,31.17
3011904,free,GB,tv,5,16.64,14.95,14.96,14.04
3011905,standard,FR,tv,6,5.53,6.81,6.4,10.74
3011906,standard,AU,mobile,1,16.95,15.88,14.67,17.47
3011907,standard,SE,web,41,5.41,5.37,6.02,3.98
3011908,free,FR,mobile,15,1.42,1.4,1.29,2.93
3011909,standard,FR,tv,45,37.53,36.1,36.5,35.65
3011910,premium,US,mobile,31,5.88,5.27,5.7,3.75
3011911,premium,FR,tv,53,43.44,55.52,53.88,55.13
3011912,premium,US,tv,58,9.7,9.34,9.97,12.32
3011913,free,AU,tv,52,30.61,29.54,29.43,29.21
3011914,premium,SE,mobile,20,30.24,29.06,29.88,25.59
3011915,standard,DE,tv,40,28.95,27.46,27.84,20.62
3011916,standard,US,tv,24,15.43,14.3,13.25,14.59
3011917,standard,GB,tv,40,12.61,11.27,10.64,6.16
3011918,premium,AU,mobile,51,10.68,10.94,11.65,16.65
3011919,free,BR,web,29,3.26,3.91,3.96,6.58
3011920,standard,SE,mobile,43,6.24,6.61,6.54,7.73
3011921,standard,BR,web,4,3.32,3.28,3.53,0.62
3011922,standard,DE,tv,43,9.54,8.4,8.61,5.11
3011923,standard,FR,mobile,36,4.48,4.51,4.38,4.2
3011924,free,BR,web,46,16.15,16.72,16.28,13.86
3011925,free,ES,mobile,23,3.02,2.93,3.05,3.62
3011926,free,BR,mobile,51,8.23,8.57,8.82,3.4
3011927,standard,IT,tv,30,9.92,10.68,10.74,8.6
3011928,standard,US,web,23,11.12,11.98,13.02,14.63
3011929,premium,US,tv,39,3.83,3.42,3.45,8.59
3011930,standard,NL,mobile,14,29.18,31.35,30.22,28.54
3011931,standard,DE,mobile,37,15.55,14.81,13.44,14.74
3011932,free,FR,mobile,38,10.28,9.74,9.95,3.71
3011933,standard,ES,mobile,46,3.86,4.34,4.26,2.39
3011934,premium,US,mobile,11,8.67,9.55,9.95,8.47
3011935,standard,ES,web,41,3.67,3.84,3.84,3.21
3011936,premium,GB,tv,18,8.63,8.7,9.42,8.53
3011937,premium,ES,tv,51,2.84,3.51,3.63,7.71
3011938,free,CA,web,19,8.43,8.59,8.36,0.0
3011939,standard,US,tv,58,9.46,10.17,9.82,8.32
3011940,standard,CA,mobile,8,7.16,7.05,7.07,0.0
3011941,free,BR,mobile,23,7.31,7.43,7.36,7.57
3011942,free,NL,web,38,10.32,9.28,9.06,10.02
3011943,free,BR,tv,30,7.87,9.42,9.58,9.09
3011944,free,FR,mobile,11,28.15,25.31,24.72,24.35
3011945,standard,DE,tv,2,32.87,31.15,31.49,24.84
3011946,free,FR,tv,53,23.36,26.06,25.78,27.37
3011947,free,ES,mobile,16,29.14,27.11,28.46,30.65
3011948,standard,FR,mobile,20,23.9,24.24,24.0,25.44
3011949,free,FR,tv,31,6.46,7.01,8.0,13.61
3011950,premium,JP,tv,13,8.19,7.67,7.64,9.12
3011951,free,JP,web,22,46.45,43.31,47.8,48.94
3011952,free,ES,mobile,45,7.88,9.62,10.59,13.35
3011953,premium,DE,mobile,26,6.63,5.57,5.15,2.82
3011954,premium,NL,tv,58,18.02,18.57,17.85,17.54
3011955,standard,AU,mobile,31,54.0,53.05,49.92,0.0
3011956,standard,FR,tv,46,18.94,17.37,17.58,9.06
3011957,free,FR,tv,49,9.69,10.38,10.7,13.22
3011958,standard,JP,web,43,23.48,25.81,24.33,29.09
3011959,free,FR,tv,3,3.83,5.43,5.35,1.83
3011960,free,IT,mobile,22,15.64,14.2,14.32,17.33
3011961,free,GB,web,37,10.61,9.68,11.11,17.61
3011962,standard,GB,mobile,49,11.47,9.69,8.86,9.59
3011963,free,FR,tv,35,6.22,6.16,5.82,8.73
3011964,free,IT,tv,50,10.07,9.65,9.7,5.97
3011965,free,GB,mobile,22,10.35,11.53,12.69,19.93
3011966,standard,JP,mobile,44,20.36,21.23,22.53,21.64
3011967,free,DE,mobile,45,8.47,7.08,6.9,7.89
3011968,standard,JP,mobile,8,67.12,75.73,74.11,69.18
3011969,free,US,mobile,59,16.83,17.66,16.59,0.0
3011970,standard,US,tv,46,15.55,15.09,14.68,16.62
3011971,free,AU,mobile,40,26.07,24.72,22.97,26.21
3011972,premium,FR,tv,28,3.47,3.41,3.57,4.72
3011973,free,US,mobile,40,34.9,36.82,40.33,37.57
3011974,free,FR,mobile,53,11.38,10.41,9.36,15.13
3011975,free,IT,tv,14,24.68,23.83,22.57,27.72
3011976,free,BR,tv,58,23.84,20.69,20.29,21.07
3011977,free,JP,mobile,52,13.42,11.3,11.69,11.82
3011978,free,FR,mobile,16,16.54,18.84,18.67,17.23
3011979,premium,US,mobile,7,11.57,11.79,12.18,14.16
3011980,standard,US,web,24,17.62,17.46,16.58,14.79
3011981,free,CA,tv,47,18.05,21.21,19.26,0.0
3011982,free,GB,mobile,42,14.08,14.47,14.39,18.07
3011983,free,US,tv,53,18.69,16.15,15.68,15.36
3011984,free,US,tv,36,6.22,6.55,6.77,0.0
3011985,free,US,mobile,43,9.14,8.24,7.73,6.65
3011986,free,IT,tv,55,22.11,18.57,17.79,17.05
3011987,free,GB,tv,19,6.2,5.61,5.57,1.88
3011988,premium,ES,tv,37,29.72,28.06,30.15,32.99
3011989,standard,DE,mobile,32,4.33,5.07,5.51,1.99
3011990,premium,FR,web,42,16.58,15.54,14.2,8.47
3011991,free,IT,mobile,52,16.89,16.99,17.38,14.29
3011992,premium,IT,mobile,10,18.75,25.42,25.81,24.86
3011993,free,US,tv,5,15.8,14.9,13.43,11.91
3011994,free,ES,tv,13,36.37,43.97,45.49,45.88
3011995,standard,SE,mobile,15,3.2,3.28,3.25,0.0
3011996,free,GB,tv,7,2.48,2.42,2.48,0.0
3011997,free,ES,mobile,13,2.22,2.73,3.0,0.29
3011998,standard,IT,tv,59,4.45,4.48,4.25,9.08
3011999,standard,US,mobile,38,4.88,5.24,4.96,7.08
3012000,standard,FR,mobile,28,5.63,5.67,6.58,5.34
3012001,free,DE,tv,7,13.45,11.6,10.38,12.81
3012002,free,US,mobile,38,6.87,6.76,6.7,4.79
3012003,premium,IT,tv,16,2.79,3.32,3.45,0.0
3012004,free,IT,tv,44,10.18,12.51,12.36,16.09
3012005,free,FR,tv,51,16.3,18.07,18.3,19.34
3012006,free,AU,mobile,20,8.46,8.58,8.29,15.38
3012007,premium,JP,tv,37,7.61,9.38,9.03,15.09
3012008,standard,FR,web,54,21.39,19.95,20.89,20.6
3012009,free,DE,tv,32,23.45,23.61,24.78,25.86
3012010,premium,US,tv,12,7.58,7.51,8.2,0.0
3012011,free,AU,web,6,20.67,20.38,20.05,15.57
3012012,premium,GB,tv,16,9.19,8.83,8.83,7.06
3012013,free,IT,tv,10,15.21,16.04,15.7,16.68
3012014,free,CA,mobile,29,5.55,5.27,5.24,1.45
3012015,free,ES,tv,7,4.92,5.32,5.76,11.89
3012016,premium,SE,mobile,3,4.25,4.0,4.37,1.01
3012017,premium,US,tv,12,11.64,13.55,14.07,13.76
3012018,standard,US,web,8,8.49,9.05,8.98,10.94
3012019,free,DE,mobile,14,8.03,7.54,7.3,0.91
3012020,free,SE,tv,42,11.08,13.48,12.52,17.12
3012021,free,FR,tv,26,15.28,17.73,19.05,22.19
3012022,free,DE,tv,13,15.01,13.2,12.86,7.15
3012023,free,NL,tv,20,10.08,10.4,12.28,18.84
3012024,standard,FR,web,23,9.06,9.45,10.56,10.69
3012025,standard,ES,tv,2,6.29,6.0,5.92,6.32
3012026,premium,FR,tv,47,8.28,8.35,8.0,14.77
3012027,free,FR,mobile,49,30.62,28.73,27.5,28.71
3012028,free,US,tv,48,6.65,7.72,8.47,7.0
3012029,standard,BR,tv,49,37.03,39.64,39.13,39.93
3012030,free,FR,tv,52,8.2,8.24,7.96,9.97
3012031,standard,US,tv,22,8.02,6.85,6.48,5.98
3012032,standard,IT,web,47,38.59,41.86,50.52,45.5
3012033,free,US,tv,54,27.31,24.69,26.29,25.48
3012034,free,DE,tv,30,7.05,6.82,7.04,7.54
3012035,premium,DE,mobile,58,8.95,8.87,9.31,12.93
3012036,standard,JP,mobile,56,1.81,1.75,1.82,6.16
3012037,standard,SE,tv,23,19.59,18.51,19.56,21.56
3012038,standard,FR,mobile,1,5.79,5.5,5.82,5.57
3012039,standard,IT,mobile,40,12.68,11.77,11.55,9.45
3012040,free,GB,tv,44,3.92,3.98,5.21,8.13
3012041,standard,US,web,51,39.61,37.66,34.4,34.49
3012042,premium,DE,mobile,25,7.43,7.21,7.3,3.73
3012043,free,SE,tv,47,10.1,12.03,14.71,0.0
3012044,free,BR,tv,7,9.85,9.41,9.39,4.44
3012045,standard,GB,mobile,14,30.21,28.6,28.26,29.68
3012046,standard,FR,tv,50,18.62,17.12,17.69,11.93
3012047,free,ES,tv,33,17.6,15.06,13.93,0.0
3012048,standard,DE,tv,9,14.52,13.48,13.71,18.38
3012049,standard,DE,tv,26,4.67,4.63,4.79,4.15
3012050,standard,AU,tv,13,4.94,4.72,4.59,6.48
3012051,free,CA,mobile,17,3.74,3.62,3.79,0.0
3012052,free,AU,mobile,15,10.27,9.17,10.14,13.24
3012053,free,IT,mobile,38,24.55,23.87,22.55,21.81
3012054,premium,GB,mobile,43,21.51,21.0,25.26,23.47
3012055,standard,US,tv,1,12.49,12.42,12.07,10.34
3012056,free,AU,tv,13,12.58,11.28,10.72,10.57
3012057,premium,DE,tv,10,6.84,7.6,7.69,11.74
3012058,free,US,mobile,8,9.54,8.38,8.7,10.61
3012059,standard,FR,tv,6,25.69,22.69,21.8,23.36
3012060,free,NL,tv,38,6.32,5.62,6.52,3.99
3012061,standard,US,tv,59,14.0,14.32,12.75,15.31
3012062,standard,BR,mobile,30,10.31,9.73,9.47,7.16
3012063,standard,ES,mobile,10,12.88,12.06,11.68,4.05
3012064,free,US,mobile,51,7.89,10.04,9.62,10.49
3012065,free,NL,mobile,50,25.89,23.14,25.0,25.77
3012066,free,NL,tv,56,13.23,14.56,15.05,12.12
3012067,premium,FR,mobile,51,12.77,13.14,12.69,12.88
3012068,free,FR,tv,18,11.3,13.88,15.71,12.19
3012069,standard,GB,mobile,30,6.27,6.58,7.4,8.22
3012070,standard,US,mobile,52,16.14,18.22,19.76,24.83
3012071,free,US,tv,4,20.51,20.23,19.74,21.08
3012072,free,AU,tv,26,8.55,8.67,8.26,3.77
3012073,free,FR,tv,45,9.38,10.18,9.98,10.38
3012074,standard,DE,mobile,42,7.02,8.5,8.77,9.6
3012075,premium,US,tv,36,15.04,14.17,15.61,17.27
3012076,free,US,web,46,15.45,15.31,15.45,13.44
3012077,premium,US,mobile,38,3.85,4.37,4.46,2.98
3012078,free,US,tv,38,9.21,8.89,10.22,8.24
3012079,free,BR,tv,33,40.91,38.14,36.71,36.87
3012080,premium,BR,tv,41,8.15,8.7,8.43,3.61
3012081,premium,GB,mobile,20,26.55,23.96,22.77,25.4
3012082,free,JP,web,16,25.72,28.95,31.67,31.3
3012083,standard,FR,mobile,59,15.97,13.62,13.3,15.36
3012084,premium,DE,tv,22,15.87,20.84,21.87,22.87
3012085,standard,NL,tv,41,2.81,3.64,4.2,0.0
3012086,standard,ES,web,24,14.16,15.46,15.12,18.19
3012087,free,CA,tv,42,13.96,15.2,14.78,10.6
3012088,free,GB,mobile,17,7.76,9.59,8.88,6.96
3012089,standard,AU,tv,33,6.9,7.8,7.83,8.21
3012090,standard,FR,tv,27,18.86,18.01,17.31,12.8
3012091,free,FR,tv,4,8.6,9.2,9.61,5.37
3012092,free,US,tv,26,20.09,18.27,16.64,18.9
3012093,free,NL,tv,35,132.14,128.88,120.47,113.1
3012094,free,FR,mobile,24,5.97,7.74,8.49,12.27
3012095,free,US,tv,29,5.25,4.6,4.51,4.7
