ReturnID,OrderID,CustomerID,ProductID,RegionID,ReturnDate,Amount,Reason,CycleDays
957,151042,265,8,6,2023-02-05,439.43,late delivery,1
958,889009,424,19,2,2023-09-27,829.56,wrong size,21
959,268576,430,112,5,2024-08-29,553.47,changed mind,18
960,574711,1,55,6,2023-02-16,1364.59,changed mind,21
961,986081,100,21,7,2022-06-03,541.62,defective,11
962,770293,130,45,8,2023-02-13,271.8,not as described,15
963,141684,156,41,3,2024-04-20,868.82,wrong size,29
964,838454,75,33,3,2022-08-06,600.03,damaged in transit,7
965,245117,252,36,8,2024-08-07,152.89,not as described,19
966,774416,440,88,8,2023-08-12,851.62,late delivery,4
967,658859,248,13,2,2023-08-25,811.39,defective,2
968,359069,264,38,4,2022-11-14,268.06,defective,28
969,481248,376,57,8,2024-07-09,900.48,defective,4
970,206059,439,65,2,2022-02-06,855.36,changed mind,20
971,988104,265,106,7,2022-10-26,1162.68,not as described,15
972,314504,178,111,1,2023-02-23,548.74,defective,24
973,377810,328,36,2,2023-04-23,380.65,not as described,16
974,552586,20,65,7,2023-04-20,1427.32,defective,21
975,705141,395,3,5,2022-05-28,846.21,wrong size,26
976,554748,754,75,5,2022-08-14,50.44,late delivery,25
977,554624,319,19,7,2022-04-06,1232.86,not as described,21
978,624379,87,9,3,2023-07-27,303.17,not as described,5
979,871925,566,81,5,2022-12-17,1181.19,late delivery,5
980,455591,102,22,5,2023-07-20,1060.69,defective,15
981,848916,155,58,6,2023-08-13,1453.53,wrong size,20
982,808201,118,13,3,2023-12-04,1448.71,not as described,20
983,964904,707,90,6,2023-07-02,418.87,defective,23
984,921837,786,92,4,2023-10-10,1152.01,not as described,3
985,818361,456,69,5,2023-08-11,482.11,not as described,6
986,322052,495,101,7,2023-10-15,947.5,not as described,5
987,796866,517,53,4,2023-09-09,900.64,wrong size,16
988,762870,489,23,6,2022-11-13,91.27,wrong size,19
989,360551,436,19,8,2022-09-04,17.72,wrong size,4
990,710173,790,27,7,2024-02-27,96.07,changed mind,26
991,327672,587,25,8,2022-12-09,200.63,late delivery,9
992,570780,71,39,5,2023-07-04,393.9,defective,20
993,817073,314,26,3,2022-07-16,1361.36,late delivery,22
994,269677,780,71,8,2023-03-08,782.76,wrong size,2
995,403257,323,18,6,2023-06-14,1197.37,late delivery,26
996,815708,164,75,2,2023-09-19,1259.08,wrong size,29
997,508411,695,41,3,2023-06-11,1105.07,damaged in transit,28
998,964562,499,83,3,2022-12-27,593.16,wrong size,5
999,107164,451,62,7,2024-08-19,1297.15,damaged in transit,12
1000,749651,337,109,1,2023-05-28,1115.65,wrong size,7
1001,832777,100,53,6,2024-03-19,1117.3,defective,14
1002,926073,308,36,5,2024-01-07,1353.35,wrong size,29
1003,241078,350,71,1,2023-07-13,902.01,changed mind,23
1004,985765,745,80,5,2024-06-05,797.58,damaged in transit,23
1005,453049,246,53,7,2022-05-09,1336.34,wrong size,13
1006,416845,120,68,6,2024-07-10,687.15,not as described,28
1007,419987,343,57,5,2024-04-30,1219.24,not as described,27
1008,674400,798,37,3,2023-05-19,90.23,changed mind,24
1009,693363,386,38,2,2024-01-04,11.92,changed mind,24
1010,526538,304,109,1,2023-06-05,797.16,damaged in transit,19
1011,163932,534,82,3,2022-09-26,119.68,not as described,3
1012,987964,520,12,6,2024-03-10,1465.05,wrong size,9
1013,299892,240,116,1,2022-09-03,18.2,damaged in transit,23
1014,184426,775,86,8,2022-11-11,1080.04,changed mind,10
1015,637643,475,7,5,2023-06-04,372.64,defective,5
1016,471137,47,88,3,2024-04-17,1451.65,not as described,28
1017,654009,327,71,8,2023-01-19,578.5,damaged in transit,15
1018,887984,739,110,2,2023-05-10,50.65,changed mind,25
1019,187592,315,59,8,2022-02-11,50.13,not as described,9
1020,355645,455,63,3,2022-04-26,834.53,wrong size,11
1021,564913,491,38,4,2022-02-25,1480.2,damaged in transit,10
1022,809012,564,39,4,2022-03-14,1469.86,changed mind,11
1023,640578,698,75,8,2024-05-18,512.54,wrong size,13
1024,444504,120,100,3,2024-04-21,729.23,late delivery,9
1025,649054,414,107,8,2024-04-01,159.68,wrong size,24
1026,981979,427,93,3,2022-02-25,788.04,late delivery,10
1027,532047,122,74,3,2022-03-19,903.56,not as described,13
1028,895175,539,61,6,2022-10-08,384.08,changed mind,25
1029,801959,95,41,6,2023-07-20,922.05,not as described,13
1030,371188,365,93,3,2022-12-01,1350.54,changed mind,1
1031,324552,265,39,2,2023-05-03,11.42,damaged in transit,1
1032,793173,124,33,4,2022-06-22,351.11,wrong size,13
1033,286731,658,105,5,2024-01-01,322.78,not as described,19
1034,403170,196,71,1,2022-11-10,194.59,late delivery,28
1035,311856,205,43,1,2022-03-08,257.49,damaged in transit,4
1036,645725,684,104,8,2024-01-13,942.61,wrong size,16
1037,364725,702,116,1,2024-06-21,163.01,wrong size,9
1038,692632,28,39,4,2022-01-15,1110.41,damaged in transit,14
1039,941358,223,63,7,2023-03-13,1331.66,damaged in transit,13
1040,846635,568,59,3,2024-04-07,1390.62,not as described,10
1041,953157,623,85,4,2023-12-08,993.66,changed mind,1
1042,122005,800,115,1,2024-05-06,304.12,changed mind,3
1043,509909,444,66,7,2023-02-20,137.09,late delivery,16
1044,298141,6,96,6,2023-01-08,355.72,not as described,7
1045,926080,699,72,7,2023-12-11,1443.32,wrong size,10
1046,740725,129,107,7,2022-06-03,1443.89,defective,3
1047,388198,97,49,3,2022-08-28,579.06,defective,2
1048,607170,540,47,1,2023-08-24,495.43,changed mind,4
1049,644888,484,51,3,2023-10-31,769.92,not as described,11
1050,546044,48,120,2,2022-04-30,444.62,changed mind,5
1051,526916,136,74,5,2023-05-24,1469.7,late delivery,7
1052,149688,472,19,2,2022-12-31,339.62,changed mind,9
1053,507215,205,5,8,2023-05-17,560.02,wrong size,9
1054,413447,548,63,5,2024-08-16,649.76,not as described,1
1055,836424,330,97,3,2022-03-18,196.35,not as described,4
1056,878589,471,58,8,2024-09-22,580.41,damaged in transit,28
1057,775373,380,68,7,2023-03-26,1286.53,not as described,20
1058,127803,293,96,4,2024-02-12,219.14,changed mind,4
1059,857103,274,62,2,2023-03-01,880.19,not as described,9
1060,456792,558,110,3,2022-11-07,615.89,changed mind,12
1061,474731,412,77,5,2024-02-10,264.1,damaged in transit,27
1062,950632,476,88,7,2023-11-19,28.38,late delivery,26
1063,880565,462,94,3,2022-05-25,417.28,damaged in transit,23
1064,145792,167,76,6,2023-12-07,102.13,wrong size,4
1065,423849,731,7,3,2024-01-24,571.39,defective,15
1066,774734,451,52,2,2023-01-23,1217.21,defective,15
1067,584961,575,17,4,2024-07-14,1082.33,late delivery,19
1068,331851,706,62,2,2023-10-03,1421.6,damaged in transit,25
1069,572298,740,18,4,2022-11-30,646.25,late delivery,10
1070,879947,534,62,3,2022-01-11,1064.62,not as described,17
1071,300960,630,42,3,2023-11-06,1001.36,changed mind,8
1072,771460,378,3,7,2022-07-29,333.4,damaged in transit,7
1073,761284,591,15,3,2024-01-27,462.34,damaged in transit,10
1074,897133,258,61,6,2023-06-10,799.45,wrong size,22
1075,368147,570,10,6,2023-04-12,1197.02,damaged in transit,13
1076,294332,69,103,6,2022-06-13,698.1,defective,20
1077,592888,732,92,3,2023-12-13,349.33,late delivery,21
1078,578162,196,86,7,2022-06-15,1490.26,changed mind,11
1079,468581,526,21,2,2023-02-22,182.21,wrong size,28
1080,801342,9,96,3,2024-04-16,1434.27,damaged in transit,2
1081,819142,125,77,7,2024-07-09,1215.48,late delivery,27
1082,321129,790,47,3,2024-09-16,1259.95,defective,1
1083,815975,667,1,6,2024-08-16,1194.43,defective,12
1084,307671,178,64,1,2023-07-10,320.17,defective,24
1085,466870,105,96,5,2022-07-20,952.55,wrong size,20
1086,124463,652,5,7,2024-04-19,1137.56,defective,10
1087,406354,793,7,6,2024-03-12,1121.07,wrong size,26
1088,962662,135,46,5,2024-09-17,414.63,not as described,4
1089,498305,532,62,7,2023-10-13,279.87,damaged in transit,20
1090,739014,227,57,3,2022-05-22,498.9,not as described,16
1091,197133,596,52,4,2023-05-18,724.97,changed mind,7
1092,672003,335,31,1,2023-03-25,864.93,not as described,27
1093,434417,101,8,6,2024-04-22,1257.06,damaged in transit,23
1094,769594,260,4,6,2023-01-28,1155.86,defective,1
1095,935216,431,12,7,2022-11-25,1017.46,damaged in transit,3
1096,578451,639,83,6,2022-03-22,402.6,not as described,2
1097,192544,17,95,2,2024-04-15,723.53,changed mind,13
1098,528519,767,53,6,2024-01-26,509.8,changed mind,13
1099,210797,520,10,7,2022-02-11,360.04,changed mind,21
1100,504578,701,50,2,2023-03-10,25.27,defective,20
1101,155032,745,119,4,2023-04-25,515.8,wrong size,1
1102,676394,123,30,8,2023-04-15,391.61,wrong size,14
1103,379405,75,59,4,2024-07-07,862.13,defective,23
1104,281381,622,65,7,2022-05-31,102.83,late delivery,27
1105,115573,151,40,5,2022-11-03,413.07,changed mind,9
1106,899251,119,53,6,2022-06-30,76.71,wrong size,2
1107,853475,375,57,6,2022-09-02,965.71,wrong size,5
1108,830576,731,57,6,2024-06-26,856.6,damaged in transit,10
1109,152323,637,87,7,2024-07-29,512.85,not as described,13
1110,414606,415,70,8,2022-02-14,229.53,changed mind,11
1111,974213,158,7,3,2023-09-25,1437.3,not as described,3
1112,620747,270,1,8,2022-08-21,880.74,changed mind,10
1113,215645,551,50,6,2022-07-12,1021.88,wrong size,9
1114,226924,126,109,5,2022-10-20,801.71,not as described,15
1115,336800,420,5,3,2022-07-14,1211.73,not as described,3
1116,975110,10,9,4,2023-05-06,1345.61,late delivery,23
1117,252650,261,82,6,2024-09-22,580.24,late delivery,13
1118,912602,199,55,3,2023-08-10,1038.14,defective,10
1119,710211,545,28,3,2023-12-25,352.53,late delivery,27
1120,929706,732,25,7,2023-05-09,981.26,late delivery,22
1121,843410,118,80,4,2022-01-14,604.74,changed mind,4
1122,398946,638,63,6,2022-03-26,20.1,wrong size,5
1123,845105,525,77,1,2022-09-26,1433.74,damaged in transit,1
1124,252221,776,34,1,2022-09-01,1303.98,changed mind,17
1125,361872,730,64,7,2024-04-20,443.35,wrong size,11
1126,290594,81,104,2,2024-04-23,1496.66,not as described,11
1127,219851,595,38,7,2024-05-04,482.52,changed mind,15
1128,181001,474,48,8,2023-09-30,693.68,late delivery,16
1129,268659,91,20,4,2023-07-11,1278.38,late delivery,1
1130,208099,206,77,8,2023-10-12,463.85,changed mind,4
1131,442382,742,4,4,2023-02-11,681.31,defective,23
1132,164174,435,30,8,2023-11-02,1001.72,wrong size,28
1133,155148,271,86,2,2024-03-05,204.4,damaged in transit,25
1134,990839,257,3,4,2024-02-02,639.3,late delivery,27
1135,178924,671,119,4,2023-09-06,471.02,changed mind,14
1136,166651,227,49,7,2022-02-28,1018.39,wrong size,24
1137,127095,128,48,1,2023-12-26,212.59,not as described,26
1138,219287,460,65,7,2023-01-02,356.77,damaged in transit,26
1139,575126,795,77,1,2024-01-14,1069.95,not as described,5
1140,844528,147,56,3,2023-06-24,242.77,late delivery,5
1141,761402,205,107,5,2024-05-31,638.81,changed mind,12
1142,622215,376,116,2,2022-12-05,1072.19,damaged in transit,15
1143,176522,160,25,4,2024-07-20,1150.55,damaged in transit,28
1144,796974,521,85,8,2024-04-24,151.37,changed mind,10
1145,133526,203,37,7,2022-11-28,1279.47,damaged in transit,25
1146,667820,103,120,1,2023-04-28,1088.72,not as described,26
1147,468398,210,31,5,2023-06-16,515.55,damaged in transit,28
1148,893956,745,36,5,2024-02-08,1148.07,defective,6
1149,376779,748,86,1,2023-11-21,1095.17,defective,8
1150,674620,405,95,6,2024-05-02,905.33,wrong size,7
1151,495995,321,16,5,2023-01-05,842.14,not as described,22
1152,569912,656,67,6,2023-05-20,1104.71,defective,20
1153,944917,156,42,3,2023-03-07,1498.9,defective,12
1154,741474,524,74,3,2024-06-28,872.04,defective,3
1155,473099,545,67,6,2022-11-01,1214.99,wrong size,16
1156,502653,569,119,6,2023-08-11,1118.97,damaged in transit,22
1157,734113,175,113,2,2022-05-01,1285.15,not as described,14
1158,411457,573,79,2,2024-04-30,1432.24,not as described,8
1159,251071,490,82,5,2023-01-20,297.69,wrong size,18
1160,520886,701,108,7,2022-12-07,256.53,late delivery,20
1161,161402,140,23,2,2023-08-06,883.66,not as described,18
1162,252742,491,88,2,2023-05-14,679.45,late delivery,26
1163,478637,664,93,7,2024-04-27,860.38,damaged in transit,10
1164,816913,223,16,6,2023-06-16,1199.08,late delivery,18
1165,803274,596,106,8,2023-06-01,1398.25,wrong size,25
1166,334633,80,84,7,2022-04-15,631.95,late delivery,7
1167,479734,575,42,8,2022-01-22,1079.72,damaged in transit,9
1168,238178,486,59,2,2023-02-03,303.23,not as described,2
1169,779718,155,59,3,2024-09-25,806.48,changed mind,11
1170,321716,54,111,2,2024-07-06,42.49,late delivery,2
1171,819572,597,117,1,2023-09-21,760.59,damaged in transit,22
1172,857862,194,97,7,2023-09-23,822.55,not as described,3
1173,720175,398,79,6,2023-01-27,1105.81,late delivery,21
1174,397180,49,13,1,2022-06-27,977.73,wrong size,17
1175,957617,771,110,2,2022-01-09,544.01,damaged in transit,29
1176,717444,440,17,2,2022-12-05,18.54,damaged in transit,11
1177,681254,746,21,4,2022-11-13,182.07,defective,10
1178,870767,129,9,4,2022-07-11,1459.86,defective,8
1179,893321,165,114,3,2022-09-17,1384.28,defective,16
1180,169970,489,60,8,2022-01-25,494.39,changed mind,7
1181,893391,484,29,2,2023-08-31,395.69,defective,4
1182,788521,633,10,5,2024-07-16,660.26,damaged in transit,28
1183,285869,743,50,4,2023-11-22,1038.01,damaged in transit,20
1184,376898,658,87,4,2023-03-25,541.67,wrong size,4
1185,777397,113,120,7,2023-02-25,110.27,not as described,18
1186,294959,248,67,8,2022-11-04,610.16,defective,9
1187,507173,732,73,1,2022-05-23,398.28,not as described,6
1188,720010,440,101,4,2023-08-22,494.15,changed mind,14
1189,685439,694,109,1,2023-07-21,252.81,defective,23
1190,918816,451,34,4,2022-01-08,991.67,changed mind,1
1191,200383,40,120,5,2023-02-20,794.68,not as described,11
1192,365516,379,63,4,2022-10-06,413.59,damaged in transit,27
1193,986390,660,112,3,2022-06-20,835.26,defective,12
1194,611949,525,15,3,2023-12-05,744.13,damaged in transit,3
1195,323836,107,12,3,2023-06-10,1196.0,wrong size,13
1196,360850,169,107,3,2023-09-26,1434.42,changed mind,20
1197,405290,684,81,3,2023-12-15,204.7,defective,29
1198,598856,784,22,6,2024-09-08,1327.03,damaged in transit,19
1199,356087,603,108,1,2024-03-13,1060.15,not as described,2
1200,659675,79,13,1,2023-09-13,1041.9,late delivery,24
1201,500740,496,82,5,2024-05-29,567.71,not as described,23
1202,649301,664,25,6,2023-04-23,522.42,damaged in transit,19
1203,239608,513,9,3,2024-09-11,18.4,defective,26
1204,661191,476,97,2,2024-02-01,1473.49,wrong size,23
1205,932266,374,102,5,2023-10-13,913.69,defective,7
1206,221571,196,13,4,2024-06-22,609.47,changed mind,13
1207,394698,225,12,6,2023-05-31,820.22,changed mind,15
1208,724185,597,74,2,2023-12-22,70.39,defective,15
1209,655663,56,4,1,2022-10-12,268.74,late delivery,19
1210,707274,68,90,5,2024-08-21,938.81,defective,21
1211,603607,318,110,4,2023-09-16,776.25,not as described,4
1212,714328,620,91,6,2024-02-22,1182.74,not as described,17
1213,648448,526,28,5,2023-04-06,991.53,not as described,2
1214,166663,472,23,3,2024-05-16,906.14,defective,15
1215,776154,428,82,2,2022-03-16,1224.75,damaged in transit,13
1216,502154,89,8,2,2022-04-25,111.71,late delivery,6
1217,146305,266,65,7,2023-05-23,1039.42,damaged in transit,29
1218,468131,64,54,2,2024-01-03,1076.23,not as described,8
1219,491661,607,90,5,2024-03-20,419.99,late delivery,2
1220,178040,601,25,7,2023-03-17,301.52,defective,11
1221,996478,207,92,8,2023-10-12,328.64,not as described,22
1222,300130,235,84,3,2023-07-08,305.23,changed mind,1
1223,397591,254,29,1,2024-08-19,790.44,damaged in transit,15
1224,496865,712,43,7,2023-10-17,212.08,not as described,13
1225,849254,391,8,6,2023-02-21,992.34,defective,26
1226,768614,610,54,3,2024-08-27,166.57,damaged in transit,1
1227,793865,360,32,5,2022-04-18,50.07,defective,1
1228,313355,559,14,2,2024-09-11,485.74,wrong size,17
1229,860890,423,68,6,2022-06-04,295.87,wrong size,6
1230,846774,223,69,6,2022-10-16,1483.11,damaged in transit,21
1231,517472,702,11,3,2024-04-01,461.46,defective,9
1232,591217,568,23,4,2024-01-04,340.88,damaged in transit,17
1233,133425,616,10,3,2024-08-28,303.19,wrong size,2
1234,784378,759,82,1,2024-01-20,567.04,late delivery,21
1235,964829,200,41,2,2023-09-30,912.71,defective,16
1236,525299,74,9,8,2022-12-13,1175.1,changed mind,1
1237,586450,466,23,4,2022-01-05,553.22,late delivery,8
1238,549274,261,118,2,2022-05-04,942.7,not as described,2
1239,174380,349,31,1,2022-10-25,728.27,damaged in transit,2
1240,657746,188,83,3,2022-02-10,1271.28,not as described,21
1241,749300,319,57,8,2023-05-24,857.87,late delivery,13
1242,935172,315,22,4,2024-02-17,441.94,wrong size,24
1243,936806,281,37,8,2024-08-21,1058.35,wrong size,8
1244,542630,594,2,4,2023-05-05,1231.9,damaged in transit,21
1245,963084,475,90,7,2024-05-25,703.51,late delivery,18
1246,575791,380,41,7,2024-09-12,1480.92,damaged in transit,20
1247,677839,91,60,1,2024-05-09,1319.85,changed mind,25
1248,641796,457,19,1,2023-04-10,303.46,changed mind,21
1249,998812,141,99,8,2022-11-22,1182.27,not as described,22
1250,763762,252,27,8,2024-09-04,905.42,not as described,22
1251,208004,332,68,2,2022-08-30,806.87,wrong size,13
1252,164665,114,105,6,2023-02-16,775.77,late delivery,22
1253,468892,312,86,8,2022-03-16,1281.58,wrong size,25
1254,564118,214,73,8,2024-03-04,920.2,not as described,22
1255,701760,680,107,3,2023-10-12,811.18,defective,18
1256,533431,688,22,7,2022-03-26,82.8,not as described,3
1257,563176,4,116,6,2022-08-10,677.97,damaged in transit,13
1258,929515,482,67,8,2023-07-10,1362.98,defective,2
1259,401390,513,50,2,2023-06-25,1070.49,late delivery,4
1260,544155,303,31,5,2024-03-13,85.92,defective,11
1261,601646,376,90,1,2022-09-24,1327.15,changed mind,14
1262,521488,632,118,3,2024-07-13,1241.73,changed mind,16
1263,971307,303,83,1,2023-03-21,824.56,late delivery,27
1264,965979,52,4,4,2024-04-02,43.38,damaged in transit,23
1265,561808,299,57,7,2022-08-27,848.02,changed mind,13
1266,505518,204,88,6,2022-02-06,91.34,changed mind,10
1267,630071,307,48,3,2022-02-25,487.36,defective,21
1268,262795,185,93,4,2023-01-08,947.08,damaged in transit,8
1269,483382,120,85,3,2024-08-11,1370.24,wrong size,26
1270,295224,789,9,6,2022-02-18,543.12,changed mind,23
1271,229645,104,67,3,2023-01-04,1291.44,defective,20
1272,185668,565,21,1,2022-04-20,1378.36,wrong size,8
1273,628360,575,59,5,2024-07-20,41.36,late delivery,19
1274,100511,495,47,7,2023-11-07,366.75,damaged in transit,24
1275,681554,730,97,4,2024-02-02,1067.69,wrong size,3
1276,488750,4,105,2,2023-12-15,1137.7,late delivery,6
1277,429834,242,56,1,2023-10-20,594.7,damaged in transit,15
1278,792317,148,65,8,2024-02-13,988.56,changed mind,11
1279,584874,462,76,7,2022-01-09,922.12,wrong size,21
1280,760119,509,79,2,2024-05-15,1112.26,defective,12
1281,738526,719,77,1,2024-01-10,1080.8,damaged in transit,29
1282,128934,304,94,2,2024-01-10,137.95,defective,9
1283,293942,189,118,4,2023-01-29,245.79,wrong size,11
1284,612984,740,100,7,2024-03-11,207.76,defective,1
1285,977990,539,17,2,2023-01-17,1399.4,not as described,8
1286,238854,612,58,7,2022-02-18,1371.18,changed mind,7
1287,195002,356,56,1,2024-06-26,1198.14,not as described,23
1288,946967,358,62,6,2022-08-23,183.91,late delivery,10
1289,970120,312,64,3,2022-04-12,865.66,defective,6
1290,250628,600,87,8,2023-09-14,288.97,wrong size,10
1291,461536,169,51,4,2022-08-22,558.89,defective,17
1292,663974,781,32,3,2024-05-08,407.97,defective,23
1293,275704,141,55,2,2023-03-20,1245.11,changed mind,29
1294,393614,369,103,7,2022-01-05,225.23,wrong size,2
1295,455759,252,38,4,2024-08-09,972.81,defective,25
1296,677404,515,3,3,2023-05-30,1476.0,changed mind,12
1297,377257,545,118,6,2022-09-20,1033.71,changed mind,24
1298,471032,735,24,5,2023-11-09,128.06,damaged in transit,2
1299,360624,632,73,6,2023-06-15,1362.7,late delivery,19
1300,783677,199,97,4,2022-01-30,968.19,changed mind,27
1301,237731,166,33,1,2024-01-30,689.9,changed mind,2
1302,307610,710,41,1,2023-02-06,992.94,defective,23
1303,324990,391,34,1,2023-12-01,1319.78,changed mind,4
1304,915211,79,18,5,2024-06-14,720.92,late delivery,29
1305,950027,660,19,5,2023-09-03,801.67,defective,22
1306,550188,519,23,6,2023-11-03,684.15,damaged in transit,27
1307,240760,21,55,8,2022-09-12,118.16,late delivery,27
1308,780483,627,64,2,2022-08-26,1182.73,not as described,10
1309,542881,486,2,8,2023-02-20,198.35,wrong size,13
1310,864756,492,102,8,2024-05-02,597.91,damaged in transit,21
1311,423994,692,82,5,2023-06-09,586.37,changed mind,6
1312,998944,397,9,5,2022-12-15,427.26,damaged in transit,9
1313,826302,370,102,2,2024-02-19,609.74,late delivery,3
1314,301550,494,4,2,2024-05-03,930.83,late delivery,26
1315,752990,159,68,1,2024-06-21,473.97,wrong size,8
1316,358202,122,56,6,2022-10-26,267.04,damaged in transit,12
1317,414812,676,61,4,2023-12-11,1305.36,wrong size,14
1318,325389,173,115,2,2023-08-14,1456.54,defective,11
1319,713997,404,112,2,2023-03-25,693.29,changed mind,23
1320,336583,216,34,1,2023-02-01,497.26,damaged in transit,27
1321,674918,185,70,6,2022-04-25,80.75,damaged in transit,17
1322,624199,479,116,6,2022-10-02,64.91,damaged in transit,25
1323,775718,642,88,6,2023-07-04,595.39,late delivery,4
1324,994169,354,107,1,2024-06-05,1396.06,damaged in transit,29
1325,107938,111,53,1,2024-05-16,1098.76,changed mind,4
1326,991249,196,34,1,2022-07-07,530.41,changed mind,2
1327,198418,132,62,7,2023-11-11,1452.39,wrong size,1
1328,574095,707,99,6,2022-03-26,648.85,not as described,8
1329,406800,256,112,3,2023-11-07,422.42,wrong size,25
1330,675123,300,83,1,2022-12-08,645.27,wrong size,9
1331,749562,57,85,3,2023-03-26,325.2,changed mind,23
1332,873972,357,62,7,2023-12-19,1329.6,late delivery,13
1333,461781,732,39,2,2023-03-01,548.15,wrong size,4
1334,939639,328,51,7,2024-03-18,990.37,changed mind,14
1335,390191,521,60,4,2023-06-18,589.68,wrong size,7
1336,283474,146,98,2,2024-09-25,1353.58,late delivery,9
1337,441218,115,67,8,2023-10-01,967.15,not as described,16
1338,575687,586,96,5,2022-10-24,737.5,not as described,23
1339,701343,53,4,6,2024-02-15,206.89,defective,18
1340,849552,359,91,1,2023-02-12,1353.86,changed mind,7
1341,302371,254,61,3,2023-06-19,824.76,late delivery,21
1342,372881,14,120,6,2022-05-17,434.73,wrong size,21
1343,944810,425,57,6,2022-04-30,1318.11,defective,7
1344,495827,772,58,1,2023-07-29,91.12,wrong size,25
1345,317413,56,16,5,2022-07-06,477.97,not as described,25
1346,987058,653,97,8,2024-09-24,809.87,late delivery,18
1347,504073,432,85,7,2024-05-05,516.32,defective,9
1348,986541,579,104,2,2023-12-02,720.33,not as described,11
1349,927383,78,12,8,2024-01-05,403.83,wrong size,13
1350,915495,696,26,6,2023-08-19,203.82,not as described,6
1351,623654,10,106,1,2022-03-02,64.91,late delivery,9
1352,818602,726,6,2,2023-01-28,244.89,defective,4
1353,964498,527,61,8,2023-05-11,1429.89,changed mind,5
1354,342217,270,49,2,2024-07-04,867.35,not as described,22
1355,133973,6,113,1,2022-08-08,738.55,changed mind,4
1356,388764,489,103,4,2023-05-12,582.64,not as described,14
1357,673207,70,108,5,2022-12-11,1065.55,not as described,13
1358,592554,488,35,5,2022-05-15,220.48,defective,2
1359,172526,619,71,6,2022-04-14,421.43,damaged in transit,25
1360,604699,214,85,8,2023-01-01,987.29,changed mind,29
1361,256958,191,117,7,2022-03-24,723.81,not as described,19
1362,554952,178,1,1,2022-03-09,1157.44,changed mind,20
1363,618129,180,118,1,2022-12-17,1346.69,late delivery,7
1364,673002,92,43,1,2022-07-21,1236.83,changed mind,25
1365,471298,200,16,4,2023-07-09,284.47,damaged in transit,23
1366,467490,528,74,3,2022-01-18,146.29,defective,13
1367,710715,243,94,8,2022-10-29,262.47,damaged in transit,21
1368,774255,625,16,3,2023-03-30,1177.46,wrong size,28
1369,826965,656,5,1,2024-08-21,1371.61,damaged in transit,18
1370,400194,609,108,8,2023-09-27,1388.92,defective,6
1371,481668,432,113,3,2024-05-30,454.34,defective,10
1372,397608,254,19,8,2022-12-10,1262.11,defective,6
1373,574788,744,109,7,2023-03-26,808.99,late delivery,10
1374,214503,165,110,8,2023-02-25,1235.96,wrong size,26
1375,487081,372,120,7,2024-06-06,827.06,late delivery,6
1376,269840,363,26,2,2024-08-17,227.38,not as described,26
1377,579165,597,70,6,2024-08-20,128.04,defective,9
1378,865467,438,120,4,2024-01-22,1436.26,late delivery,15
1379,986855,640,109,6,2023-05-19,644.45,not as described,16
1380,501653,736,73,6,2023-06-25,532.28,changed mind,4
1381,150696,313,24,5,2024-09-07,540.89,damaged in transit,6
1382,305080,700,11,3,2022-10-12,574.61,late delivery,9
1383,194336,136,32,8,2022-12-13,1418.05,defective,2
1384,783406,733,8,6,2024-06-15,103.43,late delivery,22
1385,986204,143,24,8,2023-01-22,187.4,changed mind,16
1386,598582,681,9,2,2022-08-24,1186.58,defective,25
1387,259163,313,92,7,2023-07-15,828.62,damaged in transit,26
1388,119040,772,71,3,2022-11-22,201.52,wrong size,11
1389,978481,104,63,4,2024-06-09,61.35,defective,24
1390,384724,373,98,7,2024-06-28,344.11,wrong size,2
1391,200809,722,50,3,2022-11-03,398.61,not as described,13
1392,259301,38,49,3,2023-06-14,31.18,late delivery,20
1393,329729,213,25,8,2024-09-10,331.97,not as described,14
1394,690284,67,54,8,2024-01-13,1110.1,changed mind,22
1395,902604,258,21,3,2022-08-04,1284.6,defective,25
1396,347527,313,71,3,2023-08-14,1348.37,changed mind,13
1397,718516,496,120,2,2023-09-12,590.97,wrong size,8
1398,158452,207,64,1,2023-10-16,485.93,late delivery,17
1399,109092,127,36,5,2022-01-26,1499.79,wrong size,26
1400,149441,136,83,3,2022-10-27,1156.32,damaged in transit,29
1401,930814,751,99,7,2024-05-04,810.65,changed mind,24
1402,623553,763,57,2,2022-08-30,389.61,wrong size,8
1403,824651,178,31,6,2022-10-27,488.75,damaged in transit,6
1404,119551,157,86,5,2022-11-19,777.89,late delivery,17
1405,120009,44,23,5,2022-06-27,817.7,wrong size,12
1406,863912,768,120,1,2022-06-05,30.38,changed mind,18
1407,192349,565,39,4,2022-12-14,1439.51,wrong size,27
1408,239857,609,43,6,2024-05-24,867.65,not as described,16
1409,567050,233,88,3,2022-01-02,887.85,late delivery,11
1410,645909,513,2,7,2022-10-11,325.09,not as described,26
1411,305996,48,25,5,2022-03-02,1149.83,damaged in transit,13
1412,500218,541,16,3,2023-07-16,1108.52,not as described,18
1413,707383,464,47,1,2022-09-08,151.79,changed mind,4
1414,498565,266,67,2,2024-03-02,896.54,wrong size,15
1415,444387,569,22,4,2023-08-09,990.71,late delivery,13
1416,164617,518,42,4,2024-02-23,1255.0,changed mind,4
1417,506687,352,93,7,2023-09-27,317.08,wrong size,7
1418,822476,150,113,7,2023-03-15,1317.68,not as described,21
1419,664082,19,2,2,2024-05-10,697.61,damaged in transit,6
1420,903746,751,76,5,2023-04-22,153.82,changed mind,4
